affiliation,item_id,item_type,title,item_url,authors,authors_with_affiliations,Awards
"School of Architecture, Design and Planning, The University of Sydney",225564,Journals,Contextualizing Public Interfaces for Meaningful Human-Environment Interactions with Traces in Use,https://programs.sigchi.org/chi/2026/program/content/225564,"Linda Hirsch , Marius Hoggenmüller , Andreas Martin Butz , Louisa Sophie Bekker , Sarita Maria Sridharan , Ceenu George",,
Swinburne University of Technology,222407,Papers,"""Deprived of support because we're born women"": Emerging Socio-Technical Pathways and Evolving Struggles for Women Entrepreneurs in Bangladesh",https://programs.sigchi.org/chi/2026/program/content/222407,"Manika Saha , Misita Anwar , Md Khalid Hossain , Tanjila Kanij , Umme Humayra , Syed Ishtiaque Ahmed , Gillian C. Oliver , Stephen Lindsay",,
Swinburne University of Technology,230103,Interactivity,"Last Christmas I Gave You My Heart: This Christmas I am Taking It Back with Multimodal XR
",https://programs.sigchi.org/chi/2026/program/content/230103,"Dezijian Zhou , Yuanyuan Deng , Anastasia Globa , Julie Zheng , Renxuan Liu , Xingting Wu , Tianrui Liu , Donald Degraen , Aaron Quigley",,
The University of Auckland,221970,Papers,Affective and Goal-Oriented Factors of Relationship Formation in the Digital Therapeutic Alliance: A Longitudinal Study of Mental Health Chatbots,https://programs.sigchi.org/chi/2026/program/content/221970,"Zian Xu , YI-CHIEH LEE , Karolina Stasiak , Jim Warren , Danielle Lottridge",,HONORABLE MENTION
The University of Auckland,222279,Papers,"The Ocular Command Center: How Eye Responses to Luminance, Color, Tunneling, and Visual Suppression Mediate Users' Physiological States in VR",https://programs.sigchi.org/chi/2026/program/content/222279,"Andreia Valente , Augusto Esteves , Mark Billinghurst","Andreia Valente, Mark Billinghurst",
The University of Auckland,222303,Papers,Cognitive Bridge: AI-Generated Boundary Objects for Cross-Functional Collaboration,https://programs.sigchi.org/chi/2026/program/content/222303,"Tamil Selvan Gunasekaran , Sophia Lim , Kunal Gupta , Huidong Bai , Yun Suen Pai , Mark Billinghurst",Mark Billinghurst,
The University of Auckland,222411,Papers,AI of Oz: Enhancing Wizard of Oz Studies in HCI with AI Assistance for Human Moderation,https://programs.sigchi.org/chi/2026/program/content/222411,"Ruoyu Wen , Kunal Gupta , Kekayan Nanthakumar , Binyang Han , Simon Hoermann , Mark Billinghurst , Alaeddin Nassani , D D Allan , Thammathip Piumsomboon",,
The University of Auckland,222803,Papers,Zenflow: Investigating MR Transitions for Enhancing Sleep and Relaxation,https://programs.sigchi.org/chi/2026/program/content/222803,"Praveen Sasikumar , Prasanth Sasikumar , Soundarya Ramesh , Takahiro Masuda , Hannah Qiao , Suranga Nanayakkara",Suranga Nanayakkara,HONORABLE MENTION
The University of Auckland,230129,Interactivity,LyreFlute: Sensor-Based Musical Experience for COPD Rehabilitation,https://programs.sigchi.org/chi/2026/program/content/230129,"Andreia Valente , Claudio Cotto , Mark Billinghurst , Kunal Gupta","Andreia Valente, Mark Billinghurst",
The University of Auckland,222826,Papers,When EmotionTech Causes Harm: The Case of Therapeutic XR,https://programs.sigchi.org/chi/2026/program/content/222826,"Thida Sachathep , Kiran Ijaz , Danielle Lottridge , Anna Janssen , Jonas Fritsch , Lina Goh , Philip Austin , Andrew Campbell , Barbara Barbosa Neves , Naseem Ahmadpour",,
The University of Auckland,223489,Papers,Invisible Users in Digital Health: A Scoping Review of Digital Interventions to Promote Physical Activity Among CALD Women,https://programs.sigchi.org/chi/2026/program/content/223489,"Yilin Ke , Yun Suen Pai , Burkhard Wünsche , Angus Donald Campbell , Mairi J Gunn",,
The University of Melbourne,221882,Papers,A Scoping Review and Guidelines on Privacy Policy's Visualization from an HCI Perspective,https://programs.sigchi.org/chi/2026/program/content/221882,"Shuning Zhang , Eve He , Sixing Tao , Yuting Yang , Ying Ma , Ailei Wang , Xin Yi , Hewu Li",Xin Yi,
The University of Melbourne,221936,Papers,Is That You or The Machine? Translating Sociocultural Norms Across Distributed Spaces in Blended Realities,https://programs.sigchi.org/chi/2026/program/content/221936,"Emily Wong , Germán Leiva , Eduardo Velloso",Emily Wong,
The University of Melbourne,222018,Papers,Exploring the Paradox of Using Digital Technologies in Nature,https://programs.sigchi.org/chi/2026/program/content/222018,"Piumi Perera , Sarah Webber , Wally Smith",,
The University of Melbourne,222419,Papers,Exploring Meaningful Hybridity in Hybrid Digital Boardgames,https://programs.sigchi.org/chi/2026/program/content/222419,"Sasha Soraine , Melissa J. Rogerson",,HONORABLE MENTION
The University of Melbourne,222434,Papers,Sensemaking in Multi-Agent LLM Interfaces: How Users Interpret Transparency and Trustworthiness Cues,https://programs.sigchi.org/chi/2026/program/content/222434,"Saumya Pareek , Jarod Govers , Naja Kathrine Kollerup , Emily Wong , Eduardo Velloso , Jorge Goncalves",,
The University of Melbourne,222596,Papers,From Quarters Per Minute to Daily Quests and Seasons: Developer Perspectives on Temporal Design in Video Games,https://programs.sigchi.org/chi/2026/program/content/222596,"Thomas Byers , Martin Gibbs , Bjorn Nansen",,HONORABLE MENTION
The University of Melbourne,222618,Papers,Getting Hybridity Just Right: The Goldilocks Factor in Hybrid Digital Boardgames,https://programs.sigchi.org/chi/2026/program/content/222618,"Sasha Soraine , Melissa J. Rogerson",,
The University of Melbourne,222858,Papers,"""I'm here to see nature, not spend more time on my phone!"": A Study of Technological Obtrusiveness and How it is Managed in an Urban Nature Setting",https://programs.sigchi.org/chi/2026/program/content/222858,"Piumi Perera , Sarah Webber , Wally Smith",,
The University of Melbourne,222993,Papers,"AI Sensing and Intervention in Higher Education: Student Perceptions of Learning Impacts, Affective Responses, and Ethical Priorities",https://programs.sigchi.org/chi/2026/program/content/222993,"Bingyi Han , Ying Ma , Simon Coghlan , Dana McKay , George Buchanan , Wally Smith",,BEST PAPER
The University of Melbourne,223178,Papers,Explainable Moderation in Multiplayer Games: Player Responses to Explanations of an Automated Temporary Ban,https://programs.sigchi.org/chi/2026/program/content/223178,"Timothy Holland , Lucy A. Sparrow , Wally Smith , Sarah Webber",,
The University of Melbourne,214825,Workshops,"Understanding, Mitigating, and Leveraging Cognitive Biases to Calibrate Trust in Evolving AI Systems",https://programs.sigchi.org/chi/2026/program/content/214825,"Saumya Pareek , Nattapat Boonprakong , Naja Kathrine Kollerup , Si Chen , Simo Hosio , Koji Yatani , YI-CHIEH LEE , Ujwal Gadiraju , Niels van Berkel , Jorge Goncalves",Si Chen,
The University of Melbourne,222638,Papers,"Oops, I Did It Again (But I Know It): Robot Failure Consistency and Awareness in Human-Robot Collaboration",https://programs.sigchi.org/chi/2026/program/content/222638,"Ramtin Tabatabaei , Vassilis Kostakos , Wafa Johal",,HONORABLE MENTION
The University of Melbourne,222865,Papers,Building Resilience in Human–Robot Collaboration: Affective and Cognitive Feedback from Robot for Human-Initiated Failure Handling,https://programs.sigchi.org/chi/2026/program/content/222865,"Jihwan Kim , Myeongul Jung , Donghyun Kang , Taehyun James Rhee , Dooyong Kim , Kwanguk Kim",,
The University of Melbourne,223098,Papers,Narratives and Perspectives: How AI Summaries Steer Users' Opinions and Engagement on Social Media,https://programs.sigchi.org/chi/2026/program/content/223098,"Jarod Govers , Cherie Sew , Eduardo Velloso , Vassilis Kostakos , Jorge Goncalves",,BEST PAPER
The University of Melbourne,223103,Papers,Timing Matters: Designing Effective Corrections for Short-Form Video Misinformation,https://programs.sigchi.org/chi/2026/program/content/223103,"Suwani Gunasekara , Cherie Sew , Saumya Pareek , Ryan M. Kelly , Vassilis Kostakos , Jorge Goncalves",,
The University of Melbourne,223141,Papers,Influencers vs. Legacy Media on Instagram: Effects on Perceived Credibility and Following Intention,https://programs.sigchi.org/chi/2026/program/content/223141,"Cherie Sew , Safira Nugroho , Suwani Gunasekara , Adélaïde Genay , Ryan M. Kelly , Jorge Goncalves",,
The University of Melbourne,223534,Papers,Modelling Visuo-Haptic Perception Change in Size Estimation Tasks,https://programs.sigchi.org/chi/2026/program/content/223534,"Jian Zhang , Wafa Johal , Jarrod Knibbe",,
The University of Queensland,222043,Papers,Ambiguous Loss: Facilitating Refugee Families’ Sense of Home through AI-Powered Storytelling,https://programs.sigchi.org/chi/2026/program/content/222043,"Pinyao Song , Aaditya Yadav , Dhaval Vyas",,
The University of Queensland,222242,Papers,Grand Challenges around Designing Computers’ Control Over Our Bodies,https://programs.sigchi.org/chi/2026/program/content/222242,"Florian ‘Floyd’ Mueller , Nadia Berthouze , Misha Sra , Mar Gonzalez-Franco , Henning Pohl , Susanne Boll , Richard Byrne , Arthur Caetano , Masahiko Inami , Jarrod Knibbe , Per Ola Kristensson , Xiang Li , Zhuying Li , Joe Marshall , Louise Petersen Matjeka , Minna Nygren , Rakesh Patibanda , Sara Price , Harald Reiterer , Aryan Saini , Oliver Schneider , Ambika Shahu , Phoebe O. Toups Dugas , Don Samitha Elvitigala",,
The University of Queensland,222414,Papers,Challenges in Synchronous & Remote Collaboration Around Visualization,https://programs.sigchi.org/chi/2026/program/content/222414,"Matthew Brehmer , Maxime Cordeil , Christophe Hurter , Takayuki Itoh , Wolfgang Büschel , Mahmood Jasim , Arnaud Prouzeau , David Saffo , Lyn Bartram , Sheelagh Carpendale , Chen Zhu-Tian , Andrew Cunningham , Tim Dwyer , Samuel Huron , Masahiko Itoh , Alark Joshi , Kiyoshi Kiyokawa , Hideaki Kuzuoka , Bongshin Lee , Gabriela Molina León , Harald Reiterer , Bektur Ryskeldiev , Jonathan Schwabish , Brian A. Smith , Yasuyuki Sumi , Ryo Suzuki , Anthony Tang , Yalong Yang , Jian Zhao",,
The University of Queensland,223050,Papers,"Criminator: An Easy-to-Use XR ""Crime Animator"" for Rapid Reconstruction and Analysis of Dynamic Crime Scenes",https://programs.sigchi.org/chi/2026/program/content/223050,"Vahid Pooryousef , Lonni Besançon , Maxime Cordeil , Chris Flight , Alastair M Ross , Richard Bassed , Tim Dwyer",,
The University of Queensland,223471,Papers,Out of Emergency: How Doctors Navigate Jurisdictional Seams in Emergency Care Referrals,https://programs.sigchi.org/chi/2026/program/content/223471,"Aloha Hufana Ambe , Isaac Salisbury , Tobias Grundgeiger , Daniel Bodnar , Sean Rothwell , Nathan Brown , Ben Matthews",,HONORABLE MENTION
The University of Queensland,223534,Papers,Modelling Visuo-Haptic Perception Change in Size Estimation Tasks,https://programs.sigchi.org/chi/2026/program/content/223534,"Jian Zhang , Wafa Johal , Jarrod Knibbe",,
The University of Queensland,223232,Papers,Division of Labor and Collaboration Between Parents in Family Education: The Case of Homework Involvement in Chinese Families,https://programs.sigchi.org/chi/2026/program/content/223232,"Ziyi Wang , Congrong Zhang , Jingying Deng , Xiaofan Hu , Jie Cai , Nan Gao , Chun Yu , Haining Zhang",,
The University of Sydney,214840,Workshops,Ethics at the Front-End: Responsible User-Facing Design for AI Systems,https://programs.sigchi.org/chi/2026/program/content/214840,"Dorian Peters , Tomasz Hollanek , Naseem Ahmadpour , Rafael A Calvo , Shruthi Sai Chivukula , Christian Dindler , Colin M. Gray , Shaimaa Lazem , Gizem Öz , Nadia Piet",,
The University of Sydney,214848,Workshops,"Growing Bio-HCI at CHI: Exchanging Materials, Tools, Practices, and Artifacts",https://programs.sigchi.org/chi/2026/program/content/214848,"Fiona Bell , Jingwen Zhu , Nadia Campo Woytuk , Fernanda Soares da Costa , Lauren Thu , Qiuyu Lu , Katherine W Song , Phillip Gough , Cindy Hsin-Liu Kao , Marion Koelle , Valentina Nisi , Ron Wakkary",Ron Wakkary,
The University of Sydney,214857,Workshops,Science and Technology for Augmenting Reading (STAR),https://programs.sigchi.org/chi/2026/program/content/214857,"Tal August , Andrew Head , Alexa Siu , Elena L. Glassman , Jonathan K. Kummerfeld , Joseph Chee Chang , Lucy Lu Wang , Marti Hearst",Lucy Lu Wang,
The University of Sydney,214859,Workshops,"Visual Storytelling Beyond the Human: Co-Creation, Culture, and Futures",https://programs.sigchi.org/chi/2026/program/content/214859,"Ze Gao , Mengyao Guo , Jinda Han , Black Sun , Kexin Nie , Yiran Zhang",Ze Gao,
The University of Sydney,214864,Meet-up,Flourishing In Flux: Connecting on the Things That Keep (Us) Changing,https://programs.sigchi.org/chi/2026/program/content/214864,"Jaydon Farao , Arissa J. Sato , Ajit G. Pillai , Sophia Ppali",,
The University of Sydney,214869,Workshops,Augmented Body Parts: Bridging VR Embodiment and Wearable Robotics,https://programs.sigchi.org/chi/2026/program/content/214869,"HyeonBeom Yi , Myung Jin (MJ) Kim , Seungwoo Je , Seungjae Oh , Shuto Takashita , Hongyu Zhou , Marie Muehlhaus , Eyal Ofek , Andrea Bianchi",,
The University of Sydney,221888,Papers,"Better Assumptions, Stronger Conclusions: The Case for Ordinal Regression in HCI",https://programs.sigchi.org/chi/2026/program/content/221888,"Brandon Victor Syiem , Eduardo Velloso",,
The University of Sydney,221936,Papers,Is That You or The Machine? Translating Sociocultural Norms Across Distributed Spaces in Blended Realities,https://programs.sigchi.org/chi/2026/program/content/221936,"Emily Wong , Germán Leiva , Eduardo Velloso",Emily Wong,
The University of Sydney,221985,Papers,Searching Through Complex Worlds: Visual Search and Spatial Regularity Memory in Mixed Reality,https://programs.sigchi.org/chi/2026/program/content/221985,"Lefan Lai , Tinghui Li , Zhanna Sarsenbayeva , Brandon Victor Syiem",,
The University of Sydney,221991,Papers,"One Body, Two Minds: Alternating VR Perspective During Remote Teleoperation of Supernumerary Limbs",https://programs.sigchi.org/chi/2026/program/content/221991,"Hongyu Zhou , Xincheng Huang , Winston Wijaya , Yi Fei Cheng , David Lindlbauer , Eduardo Velloso , Andrea Bianchi , Zhanna Sarsenbayeva , Anusha Withana",,
The University of Sydney,222434,Papers,Sensemaking in Multi-Agent LLM Interfaces: How Users Interpret Transparency and Trustworthiness Cues,https://programs.sigchi.org/chi/2026/program/content/222434,"Saumya Pareek , Jarod Govers , Naja Kathrine Kollerup , Emily Wong , Eduardo Velloso , Jorge Goncalves",,
The University of Sydney,222705,Papers,"Restoration, Exploration and Transformation: How Youth Engage Character.AI for Fun, Feels and Finding themselves",https://programs.sigchi.org/chi/2026/program/content/222705,"Annabel Blake , Marcus Carter , Eduardo Velloso",,
The University of Sydney,222750,Papers,SRL Proxemics: Spatial Guidelines for Supernumerary Robotic Limbs in Near-Body Interactions,https://programs.sigchi.org/chi/2026/program/content/222750,"Hongyu Zhou , Chia-An Fan , Yihao Dong , Shuto Takashita , Masahiko Inami , Zhanna Sarsenbayeva , Anusha Withana",,
The University of Sydney,222826,Papers,When EmotionTech Causes Harm: The Case of Therapeutic XR,https://programs.sigchi.org/chi/2026/program/content/222826,"Thida Sachathep , Kiran Ijaz , Danielle Lottridge , Anna Janssen , Jonas Fritsch , Lina Goh , Philip Austin , Andrew Campbell , Barbara Barbosa Neves , Naseem Ahmadpour",,
The University of Sydney,222828,Papers,Gaze and Speech in Multimodal Human-Computer Interaction: A Scoping Review,https://programs.sigchi.org/chi/2026/program/content/222828,"Anam Ahmad Khan , Florian Weidner , Jungwoo Rhee , Yasmeen Abdrabou , Andrea Bianchi , Eduardo Velloso , Hans Gellersen , Joshua Newn","Anam Ahmad Khan, Florian Weidner, Hans Gellersen",
The University of Sydney,223098,Papers,Narratives and Perspectives: How AI Summaries Steer Users' Opinions and Engagement on Social Media,https://programs.sigchi.org/chi/2026/program/content/223098,"Jarod Govers , Cherie Sew , Eduardo Velloso , Vassilis Kostakos , Jorge Goncalves",,BEST PAPER
The University of Sydney,223146,Papers,Enabling Partial Participation in Remote Meetings,https://programs.sigchi.org/chi/2026/program/content/223146,"Zhongyi Bai , Nadya Ee Png , Eduardo Velloso",,
The University of Sydney,223148,Papers,Understanding the Effects of Interaction on Emotional Experiences in VR,https://programs.sigchi.org/chi/2026/program/content/223148,"Zheyuan Kuang , Tinghui Li , Weiwei Jiang , Sven Mayer , Flora D. Salim , Benjamin Tag , Anusha Withana , Zhanna Sarsenbayeva",,
The University of Sydney,223191,Papers,SituFont: A Just-in-Time Adaptive Intervention Interface for Enhancing Mobile Readability in Situational Visual Impairments,https://programs.sigchi.org/chi/2026/program/content/223191,"Jingruo Chen , Kexin Nie , Mingshan Zhang , Chun Yu , Zhiqi Gao , Kun Yue , Yuanchun Shi , Chen Liang","Kun Yue , Yuanchun Shi",
The University of Sydney,223479,Papers,Auditorily Embodied Conversational Agents: Effects of Spatialization and Situated Audio Cues on Presence and Social Perception,https://programs.sigchi.org/chi/2026/program/content/223479,"Yi Fei Cheng , Jarod Bloch , Alexander Wang , Andrea Bianchi , Anusha Withana , Anhong Guo , Laurie M. Heller , David Lindlbauer",,
The University of Sydney,223505,Papers,Do Entropic Measurements of the Diversity of AI-generated Images Match Human Judgement?,https://programs.sigchi.org/chi/2026/program/content/223505,"Kazjon Grace , Francisco J Ibarrola , Jody Watts , Shu Takahashi , Parth Bhargava , Eduardo Velloso",,
The University of Sydney,222003,Papers,"“It doesn’t make my life easier, doesn’t make it harder”: Human infrastructures of digital welfare in later life
",https://programs.sigchi.org/chi/2026/program/content/222003,"Yiying Wu , Ruiqi Yao",,
The University of Sydney,222327,Papers,Toward Pluralizing Reflection in HCI through Daoism,https://programs.sigchi.org/chi/2026/program/content/222327,"Pengyu Zhu , Kristina Mah , Janghee Cho",,
The University of Sydney,223483,Papers,A Paradigm for Creative Ownership,https://programs.sigchi.org/chi/2026/program/content/223483,"Tejaswi Polimetla , Katy Ilonka Gero , Elena L. Glassman",,
The University of Sydney,230103,Interactivity,"Last Christmas I Gave You My Heart: This Christmas I am Taking It Back with Multimodal XR
",https://programs.sigchi.org/chi/2026/program/content/230103,"Dezijian Zhou , Yuanyuan Deng , Anastasia Globa , Julie Zheng , Renxuan Liu , Xingting Wu , Tianrui Liu , Donald Degraen , Aaron Quigley",,
The University of Sydney,222363,Papers,PerEye: Co-Designing Extended Reality Rendering Attributes for Vision Health Diagnosis and Education,https://programs.sigchi.org/chi/2026/program/content/222363,"Howe Yuan Zhu , Jacinta Anne Walz , Nguyen Thanh Trung Le , Raymond Chia , Wenjing Su , Nissi Faith Obra , Ian Chivers , Kristine Nussbaum , Christopher Hodge , Chin-Teng Lin , Vincent Nguyen",,BEST PAPER
The University of Sydney,223268,Papers,TactDeform: Finger Pad Deformation Inspired Spatial Tactile Feedback for Virtual Geometry Exploration,https://programs.sigchi.org/chi/2026/program/content/223268,"Yihao Dong , Praneeth Bimsara Perera , Chin-Teng Lin , Craig T Jin , Anusha Withana",,
The University of Sydney,229672,Interactivity,TactDeform: Finger Pad Deformation Inspired Spatial Tactile Feedback for Virtual Geometry Exploration,https://programs.sigchi.org/chi/2026/program/content/229672,"Yihao Dong , Praneeth Bimsara Perera , Chin-Teng Lin , Craig T Jin , Anusha Withana",,
University of Canterbury,214831,Workshops,AI for Haptics and Haptics for AI: Challenges and Opportunities,https://programs.sigchi.org/chi/2026/program/content/214831,"Easa AliAbbasi , Dennis Wittchen , Yinan Li , Shihan Lu , Thomas Müller , Donald Degraen , Thomas Leimkühler , Sang Ho Yoon , Hasti Seifi , Oliver Schneider , Heather Culbertson , Jürgen Steimle , Paul Strohmeier",Dennis Wittchen,
University of Canterbury,214880,Meet-up,Multi-sensory Dark Patterns,https://programs.sigchi.org/chi/2026/program/content/214880,"Karthikeya Puttur Venkatraj , Donald Degraen , Abdallah El Ali , Jan Gugenheimer , Gijs Huisman , Veronika Krauß , Christina Schneegass , Steeven Villa","Karthikeya Puttur Venkatraj, Abdallah El Ali",
University of Canterbury,222198,Papers,User-reconfigured Haptics: Combining User-Reconfiguration and Visual Manipulations to Enhance Dynamic Passive Haptic Experiences for VR,https://programs.sigchi.org/chi/2026/program/content/222198,"Xinrong Wang , Yu Jiang , Martin Schmitz , Jürgen Steimle , Antonio Krueger , Donald Degraen",,
University of Canterbury,222353,Papers,Building Care That Fits Its People: Insights from Social-Media–Enabled Community-Based Rehabilitation in Thailand,https://programs.sigchi.org/chi/2026/program/content/222353,"Acarima Nanthanasit , Sophia Ppali , Wan-Jou She , Panote Siriaraya , Thammathip Piumsomboon , Siwaporn Sukittanon , Chee Siang Ang , Alexandra Covaci",,
University of Canterbury,222411,Papers,AI of Oz: Enhancing Wizard of Oz Studies in HCI with AI Assistance for Human Moderation,https://programs.sigchi.org/chi/2026/program/content/222411,"Ruoyu Wen , Kunal Gupta , Kekayan Nanthakumar , Binyang Han , Simon Hoermann , Mark Billinghurst , Alaeddin Nassani , D D Allan , Thammathip Piumsomboon",,
University of Canterbury,222714,Papers,Determining Perception Thresholds for Real and Virtual Inclinations While Cycling in Virtual Reality,https://programs.sigchi.org/chi/2026/program/content/222714,"Jonas Keppel , Marvin Prochazka , Stefan Lewin , Markus Stroehnisch , Marvin Strauss , André Zenner , Donald Degraen , Andrii Matviienko , Stefan Schneegass",André Zenner,
University of Canterbury,223304,Papers,How are Vibrotactile Experiences Visually Represented? A Taxonomy of Illustration Characteristics,https://programs.sigchi.org/chi/2026/program/content/223304,"Bruno Fruchard , Dennis Wittchen , Nihar Sabnis , Paul Strohmeier , Donald Degraen",Dennis Wittchen,BEST PAPER
University of Canterbury,223459,Papers,Understanding How Mobile Interactions Shape Grasp and Contact Patterns Beyond the Touchscreen,https://programs.sigchi.org/chi/2026/program/content/223459,"Carolin Stellmacher , Leon Tristan Dratzidis , André Zenner , Iddo Yehoshua Wald , Johannes Schöning , Yvonne Rogers , Donald Degraen , Mark Colley","André Zenner, Johannes Schöning",
University of Canterbury,230103,Interactivity,"Last Christmas I Gave You My Heart: This Christmas I am Taking It Back with Multimodal XR
",https://programs.sigchi.org/chi/2026/program/content/230103,"Dezijian Zhou , Yuanyuan Deng , Anastasia Globa , Julie Zheng , Renxuan Liu , Xingting Wu , Tianrui Liu , Donald Degraen , Aaron Quigley",,
University of New South Wales,214811,Meet-up,PhysioCHI: Lessons Learned from Implementing Human-Centered Physiological Computing,https://programs.sigchi.org/chi/2026/program/content/214811,"Kathrin Schnizer , Teodora Mitrevska , Benjamin Tag , Abdallah El Ali , Sven Mayer","Abdallah El Ali , Sven Mayer",
University of New South Wales,214875,Meet-up,Meta-HCI: Practising Reflection in HCI Research,https://programs.sigchi.org/chi/2026/program/content/214875,"Annika Kaltenhauser , James Peter Arnéra , Amelie Unger , Sophia Ppali , Niels van Berkel , Benjamin Tag , Elena L. Glassman , Phoebe Sengers , Simo Hosio , Jonas Oppenlaender",,
University of New South Wales,222505,Papers,Applying Value Sensitive Design to Location-Based Services: Designing for Shared Spaces and Local Conditions,https://programs.sigchi.org/chi/2026/program/content/222505,"Hiruni Nuwanthika Kegalle , Flora D. Salim , Mark Sanderson , Jeffrey Chan , Danula Hettiachchi",,
University of New South Wales,223148,Papers,Understanding the Effects of Interaction on Emotional Experiences in VR,https://programs.sigchi.org/chi/2026/program/content/223148,"Zheyuan Kuang , Tinghui Li , Weiwei Jiang , Sven Mayer , Flora D. Salim , Benjamin Tag , Anusha Withana , Zhanna Sarsenbayeva",,
University of New South Wales,223355,Papers,EyeXRciser: Guiding Eye Exercises without Task Interruption in Virtual Workspaces,https://programs.sigchi.org/chi/2026/program/content/223355,"Hongyue Xu , Kazuyuki Fujita , Yi Li , Benjamin Tag , Guanghan Zhao , Yoshifumi Kitamura",,
University of Otago,223425,Papers,Why Do You Know That About Me?— Ethical Implications of Pervasive AR And Face Recognition,https://programs.sigchi.org/chi/2026/program/content/223425,"Kushani Tharushika Perera , Nadia Pantidi , Holger Regenbrecht",,
University of South Australia,214838,Workshops,Shaping Future Human Connection: Social Augmentation through XR Technologies,https://programs.sigchi.org/chi/2026/program/content/214838,"Alessandro Visconti , Fabrizio Lamberti , Theophilus Teo , Gun A. Lee , Allison Jing , Kiyoshi Kiyokawa , Adalberto L. Simeone",Allison Jing,
University of South Australia,222303,Papers,Cognitive Bridge: AI-Generated Boundary Objects for Cross-Functional Collaboration,https://programs.sigchi.org/chi/2026/program/content/222303,"Tamil Selvan Gunasekaran , Sophia Lim , Kunal Gupta , Huidong Bai , Yun Suen Pai , Mark Billinghurst",Mark Billinghurst,
University of South Australia,222411,Papers,AI of Oz: Enhancing Wizard of Oz Studies in HCI with AI Assistance for Human Moderation,https://programs.sigchi.org/chi/2026/program/content/222411,"Ruoyu Wen , Kunal Gupta , Kekayan Nanthakumar , Binyang Han , Simon Hoermann , Mark Billinghurst , Alaeddin Nassani , D D Allan , Thammathip Piumsomboon",Mark Billinghurst,
University of South Australia,222414,Papers,Challenges in Synchronous & Remote Collaboration Around Visualization,https://programs.sigchi.org/chi/2026/program/content/222414,"Matthew Brehmer , Maxime Cordeil , Christophe Hurter , Takayuki Itoh , Wolfgang Büschel , Mahmood Jasim , Arnaud Prouzeau , David Saffo , Lyn Bartram , Sheelagh Carpendale , Chen Zhu-Tian , Andrew Cunningham , Tim Dwyer , Samuel Huron , Masahiko Itoh , Alark Joshi , Kiyoshi Kiyokawa , Hideaki Kuzuoka , Bongshin Lee , Gabriela Molina León , Harald Reiterer , Bektur Ryskeldiev , Jonathan Schwabish , Brian A. Smith , Yasuyuki Sumi , Ryo Suzuki , Anthony Tang , Yalong Yang , Jian Zhao",,
University of Technology Sydney,221962,Papers,The Choreography of Care: An Ethnographic Study of Human-Robot Collaboration in Makoplasty Surgeries,https://programs.sigchi.org/chi/2026/program/content/221962,"Jasper T Vermeulen , James L Dwyer , Alan G Burden , Glenda Amayo Caldwell , Muge Teixeira , Matthias Guertler , Ross Crawford","Jasper T Vermeulen , James L Dwyer , Alan G Burden , Glenda Amayo Caldwell , Muge Teixeira , Matthias Guertler , Ross Crawford",HONORABLE MENTION
University of Technology Sydney,214830,Workshops,From Generation to Simulation: Responsible Use of AI Personas in Human-Centered Design and Research,https://programs.sigchi.org/chi/2026/program/content/214830,"A. Baki Kocaballi , Mirjana Prpa , Joni Salminen , Danial Amin , Bernard J. Jansen",,
University of Technology Sydney,221827,Papers,"Rethinking External Communication of Autonomous Vehicles: Is the Field Converging, Diverging, or Stalling?",https://programs.sigchi.org/chi/2026/program/content/221827,"Tram Thi Minh Tran , Debargha Dey , Martin Tomitsch",,
University of Technology Sydney,221852,Papers,“I’m happy even though it’s not real”: GenAI Photo Editing as a Remembering Experience,https://programs.sigchi.org/chi/2026/program/content/221852,"Yufeng Wu , Qing Li , Elise van den Hoven , A. Baki Kocaballi",,
University of Technology Sydney,222903,Papers,Animated Public Furniture as an Interaction Mediator: Engaging Passersby In-the-Wild with Robotic Benches,https://programs.sigchi.org/chi/2026/program/content/222903,"Xinyan Yu , Marius Hoggenmüller , Xin Lu , Ozan Balcı , Martin Tomitsch , Andrew Vande Moere , Alex Binh Vinh Duc Nguyen",,
University of Technology Sydney,223031,Papers,“My Tummy Has a Little Dragon”: From Everyday Experiences of Gut Sounds to Interoceptive Interaction Design,https://programs.sigchi.org/chi/2026/program/content/223031,"Nandini Pasumarthy , Mia Huong Nguyen , Ashika Ramesh Krishnan , Maria F. Montoya , Rakesh Patibanda , Jessica Danaher , Rohit Ashok Khot , Elise van den Hoven , Florian ‘Floyd’ Mueller",,
Victoria Police,223050,Papers,"Criminator: An Easy-to-Use XR ""Crime Animator"" for Rapid Reconstruction and Analysis of Dynamic Crime Scenes",https://programs.sigchi.org/chi/2026/program/content/223050,"Vahid Pooryousef , Lonni Besançon , Maxime Cordeil , Chris Flight , Alastair M Ross , Richard Bassed , Tim Dwyer",,
Victoria University of Wellington,223425,Papers,Why Do You Know That About Me?— Ethical Implications of Pervasive AR And Face Recognition,https://programs.sigchi.org/chi/2026/program/content/223425,"Kushani Tharushika Perera , Nadia Pantidi , Holger Regenbrecht",,
Victorian Institute of Forensic Medicine,223050,Papers,"Criminator: An Easy-to-Use XR ""Crime Animator"" for Rapid Reconstruction and Analysis of Dynamic Crime Scenes",https://programs.sigchi.org/chi/2026/program/content/223050,"Vahid Pooryousef , Lonni Besançon , Maxime Cordeil , Chris Flight , Alastair M Ross , Richard Bassed , Tim Dwyer",,
